Time,Operator,Technology,SS-RSRP,SS-RSRQ,IP Thrpt UL,Network Thrpt UL,Lat,Long,PCI,Speed o.g.
44:38.8,SGP-M1,5G-NR,-93.5,-12.7,24.786,23.843,1.303417,103.787354,458,0
44:39.3,SGP-M1,5G-NR,-93.3,-14.1,23.378,23.255,1.303417,103.787355,458,0
44:39.8,SGP-M1,5G-NR,-91.1,-13.2,21.391,23.689,1.303417,103.787355,458,0
44:40.3,SGP-M1,5G-NR,-91,-13.4,24.374,23.597,1.303418,103.787355,458,0
44:41.0,SGP-M1,5G-NR,-92.3,-13.6,28.085,26.747,1.303418,103.787355,458,0
44:41.5,SGP-M1,5G-NR,-89.8,-12.9,28.941,29.471,1.303419,103.787356,458,0
44:42.0,SGP-M1,5G-NR,-88.9,-12.9,27.944,29.456,1.30342,103.787357,458,0
44:42.8,SGP-M1,5G-NR,-90,-17.4,29.772,29.054,1.30342,103.787357,458,0
44:43.3,SGP-M1,5G-NR,-90,-17.4,28.373,30.244,1.303421,103.787357,458,0
44:43.8,SGP-M1,5G-NR,-83.7,-10.8,26.718,28.346,1.303421,103.787357,457,0
44:44.4,SGP-M1,5G-NR,-87.2,-10.7,35.02,41.806,1.303421,103.787357,457,0
44:45.0,SGP-M1,5G-NR,-89.2,-11.4,44.617,45.469,1.303421,103.787357,457,0
44:45.9,SGP-M1,5G-NR,-89.3,-11.4,37.96,34.401,1.303421,103.787357,457,0
44:46.5,SGP-M1,5G-NR,-90.1,-12.2,30.015,29.642,1.303421,103.787357,457,0
44:47.0,SGP-M1,5G-NR,-92.5,-13.2,29.931,30.507,1.303421,103.787357,457,0
44:47.9,SGP-M1,5G-NR,-90,-13.3,24.734,5.295,1.303421,103.787357,457,0
44:48.5,SGP-M1,5G-NR,-88.6,-12.4,9.712,30.24,1.303421,103.787357,457,0
44:49.0,SGP-M1,5G-NR,-90.6,-12.5,29.922,30.523,1.303421,103.787357,457,0
44:49.9,SGP-M1,5G-NR,-91.1,-12.3,29.865,30.001,1.303421,103.787357,457,0
44:50.5,SGP-M1,5G-NR,-88.4,-12.7,29.801,29.552,1.303421,103.787357,457,0
44:51.0,SGP-M1,5G-NR,-88.5,-12.1,29.887,29.911,1.303421,103.787357,457,0
44:51.5,SGP-M1,5G-NR,-87.7,-11.8,29.688,29.766,1.303422,103.787357,457,0
44:52.0,SGP-M1,5G-NR,-89,-11.9,30.525,30.068,1.303423,103.787356,457,0
44:52.9,SGP-M1,5G-NR,-90.1,-12,30.031,30.133,1.303423,103.787356,457,0
44:53.4,SGP-M1,5G-NR,-90.7,-13.4,29.943,30.033,1.303424,103.787353,457,0
44:54.0,SGP-M1,5G-NR,-89.5,-12.5,29.952,29.82,1.303424,103.787353,457,0
44:54.5,SGP-M1,5G-NR,-90.7,-12.6,29.809,30.24,1.303422,103.787352,457,0
44:55.0,SGP-M1,5G-NR,-89.7,-12.8,29.984,30.026,1.303421,103.787353,457,0
44:55.5,SGP-M1,5G-NR,-88.5,-11.8,29.842,30.264,1.303421,103.787353,457,0
44:56.1,SGP-M1,5G-NR,-87.9,-12.1,30.102,29.54,1.303421,103.787354,457,0
44:56.9,SGP-M1,5G-NR,-87.5,-12.5,29.721,30.109,1.303421,103.787354,457,0
44:57.4,SGP-M1,5G-NR,-86.9,-12.1,29.839,29.827,1.30342,103.787354,457,0
44:58.0,SGP-M1,5G-NR,-88.3,-12,20.289,26.334,1.30342,103.787354,457,0
44:58.6,SGP-M1,5G-NR,-88.4,-12.5,11.834,6.315,1.30342,103.787354,457,0
44:59.1,SGP-M1,5G-NR,-86.8,-13.3,29.878,30.425,1.303419,103.787353,457,0
44:59.9,SGP-M1,5G-NR,-86.1,-12.9,29.911,30.282,1.303419,103.787353,457,0
45:00.4,SGP-M1,5G-NR,-89.3,-12.9,29.899,30.107,1.303418,103.787352,457,0
45:01.0,SGP-M1,5G-NR,-87.2,-12.4,29.868,29.819,1.303418,103.787352,457,0
45:01.5,SGP-M1,5G-NR,-85.1,-12.1,29.909,29.939,1.303414,103.787351,457,0
45:02.0,SGP-M1,5G-NR,-84,-11.8,29.899,30.283,1.303412,103.78735,457,0
45:02.6,SGP-M1,5G-NR,-85.4,-11.6,29.876,30.202,1.303412,103.78735,457,0
45:03.1,SGP-M1,5G-NR,-85.7,-11.7,29.885,29.366,1.303411,103.787349,457,0
45:04.0,SGP-M1,5G-NR,-84,-11.8,29.855,29.469,1.303411,103.787349,457,0
45:04.5,SGP-M1,5G-NR,-85.7,-11.8,29.945,29.648,1.303411,103.787349,457,0
45:05.0,SGP-M1,5G-NR,-90.7,-11.8,29.768,30.036,1.303411,103.787349,457,0
45:05.6,SGP-M1,5G-NR,-90.7,-12.4,30.314,30.68,1.30341,103.787349,457,0
45:06.0,SGP-M1,5G-NR,-89.1,-12.1,29.897,30.389,1.30341,103.787348,457,0
45:07.0,SGP-M1,5G-NR,-87.1,-11.5,29.828,29.701,1.30341,103.787348,457,0
45:07.5,SGP-M1,5G-NR,-87.9,-11.3,29.866,30.177,1.30341,103.787348,457,0
45:08.0,SGP-M1,5G-NR,-87.7,-11.8,29.96,29.983,1.303411,103.787348,457,0
45:08.6,SGP-M1,5G-NR,-84.5,-10.9,18.012,21.022,1.303411,103.787348,457,0
45:09.1,SGP-M1,5G-NR,-85.1,-10.9,15.194,13.27,1.303412,103.787348,457,0
45:10.0,SGP-M1,5G-NR,-86.5,-11.5,29.87,30.971,1.303412,103.787348,457,0
45:10.5,SGP-M1,5G-NR,-86.8,-11.5,29.931,29.718,1.303413,103.787349,457,0
45:11.0,SGP-M1,5G-NR,-86,-11.2,29.833,30.044,1.303413,103.787349,457,0
45:11.5,SGP-M1,5G-NR,-87.2,-11.5,29.96,29.661,1.303413,103.78735,457,0
45:12.2,SGP-M1,5G-NR,-85,-12,29.97,30.337,1.303413,103.78735,457,0
45:13.0,SGP-M1,5G-NR,-83.7,-11.1,29.852,29.547,1.303413,103.78735,457,0
45:13.5,SGP-M1,5G-NR,-86.1,-11,29.887,30.129,1.303413,103.78735,457,0
45:14.0,SGP-M1,5G-NR,-88.9,-12.3,29.859,30.216,1.303413,103.787349,457,0
45:14.7,SGP-M1,5G-NR,-92.3,-15.3,29.929,29.733,1.303413,103.787349,457,0
45:15.2,SGP-M1,5G-NR,-94.1,-15.2,29.876,29.648,1.303412,103.787348,457,0
45:16.0,SGP-M1,5G-NR,-93.7,-13.5,29.903,30.107,1.303412,103.787348,457,0
45:16.5,SGP-M1,5G-NR,-91.7,-11.9,29.883,30.286,1.303411,103.787346,457,0
45:17.0,SGP-M1,5G-NR,-91.2,-11.7,29.918,29.629,1.303411,103.787344,457,0
45:17.5,SGP-M1,5G-NR,-91.3,-12.3,29.883,30.525,1.303411,103.787344,457,0
45:18.0,SGP-M1,5G-NR,-91.3,-13.5,29.835,30.346,1.303413,103.787343,457,0
45:18.8,SGP-M1,5G-NR,-91.4,-11.4,29.922,29.699,1.303413,103.787343,457,0
45:19.3,SGP-M1,5G-NR,-92.1,-13.2,14.651,13.722,1.303414,103.787342,457,0
45:20.0,SGP-M1,5G-NR,-88.1,-11.8,29.827,19.599,1.303414,103.787342,457,0
45:20.5,SGP-M1,5G-NR,-88.7,-12,29.986,30.029,1.303414,103.787341,457,0
45:21.0,SGP-M1,5G-NR,-88,-12.1,29.835,30.201,1.303417,103.787344,457,2
45:21.6,SGP-M1,5G-NR,-88.8,-11.1,29.919,30.193,1.303417,103.787344,457,2
45:22.1,SGP-M1,5G-NR,-86.6,-11.3,29.77,30.002,1.30343,103.787355,457,9
45:22.6,SGP-M1,5G-NR,-86.9,-11.1,29.932,29.579,1.303442,103.787364,457,11
45:23.1,SGP-M1,5G-NR,-88.2,-11.6,29.896,30.393,1.303453,103.787373,457,13
45:23.6,SGP-M1,5G-NR,-84.2,-10.9,29.831,30.051,1.303468,103.787384,457,14
45:24.1,SGP-M1,5G-NR,-86.8,-11.3,30.1,30.24,1.303483,103.787396,457,16
45:24.9,SGP-M1,5G-NR,-83.1,-10.8,29.687,29.932,1.303483,103.787396,457,16
45:25.4,SGP-M1,5G-NR,-85,-11.1,29.899,30.306,1.30352,103.787422,457,18
45:26.0,SGP-M1,5G-NR,-86.1,-11,29.875,30.391,1.30352,103.787422,457,18
45:26.5,SGP-M1,5G-NR,-87.7,-11.2,29.908,30.057,1.303567,103.787457,457,22
45:27.0,SGP-M1,5G-NR,-87.9,-12.4,29.827,29.996,1.303593,103.787476,457,23
45:27.5,SGP-M1,5G-NR,-88.2,-12.7,29.888,29.44,1.303618,103.787496,457,25
45:28.0,SGP-M1,5G-NR,-87.4,-12.3,29.865,29.97,1.303646,103.787518,457,27
45:28.5,SGP-M1,5G-NR,-87.2,-12.9,29.934,30.505,1.303673,103.787541,457,29
45:29.0,SGP-M1,5G-NR,-87.7,-14.5,29.858,29.714,1.303703,103.787567,457,30
45:29.5,SGP-M1,5G-NR,-84.8,-12,11.884,30.69,1.303733,103.787593,457,32
45:30.0,SGP-M1,5G-NR,-85.4,-13.7,19.094,8.846,1.303765,103.787622,457,33
45:30.5,SGP-M1,5G-NR,-84.1,-12.9,29.909,23.139,1.303796,103.787652,457,35
45:31.0,SGP-M1,5G-NR,-87.3,-14.2,29.829,30.059,1.303865,103.787715,457,37
45:31.5,SGP-M1,5G-NR,-87.4,-14.2,29.916,30.316,1.303901,103.787748,457,37
45:32.0,SGP-M1,5G-NR,-85.9,-14.1,30.172,29.548,1.303937,103.787782,457,38
45:32.6,SGP-M1,5G-NR,-85.4,-13.8,29.689,30.632,1.303937,103.787782,457,38
45:33.1,SGP-M1,5G-NR,-81.8,-12.4,29.744,30.163,1.304009,103.787857,457,41
45:33.6,SGP-M1,5G-NR,-87.1,-14.3,29.903,29.928,1.304046,103.787897,457,42
45:34.1,SGP-M1,5G-NR,-89.3,-15.4,29.969,30.044,1.304082,103.787938,457,43
45:35.0,SGP-M1,5G-NR,-90.2,-16.3,29.821,30.521,1.304082,103.787938,457,43
45:35.5,SGP-M1,5G-NR,-91.8,-16.6,29.925,30.168,1.304149,103.788029,457,44
45:36.0,SGP-M1,5G-NR,-79.6,-10.6,29.906,31.246,1.304188,103.788077,458,44
45:36.5,SGP-M1,5G-NR,-82.4,-11.2,29.898,30.126,1.304226,103.788126,458,45
45:37.0,SGP-M1,5G-NR,-82.8,-11,29.852,30.213,1.304258,103.788174,458,44
45:37.5,SGP-M1,5G-NR,-80.7,-10.9,29.857,30.844,1.30429,103.788223,458,44
45:38.0,SGP-M1,5G-NR,-80.9,-10.9,29.875,30.411,1.304352,103.788315,458,44
45:38.5,SGP-M1,5G-NR,-81.7,-10.9,29.928,30.501,1.304385,103.788364,458,45
45:39.0,SGP-M1,5G-NR,-80.5,-10.8,29.871,30.017,1.304417,103.788414,458,46
45:39.5,SGP-M1,5G-NR,-75.8,-10.5,29.873,30.846,1.304448,103.788464,458,45
45:40.0,SGP-M1,5G-NR,-75.2,-10.5,10.767,30.903,1.304479,103.788515,458,45
45:40.6,SGP-M1,5G-NR,-72.3,-10.5,22.616,7.939,1.304479,103.788515,458,45
45:41.1,SGP-M1,5G-NR,-75.1,-10.5,29.802,26.143,1.304539,103.788613,458,45
45:41.5,SGP-M1,5G-NR,-77.3,-10.6,29.772,31.102,1.304572,103.788661,458,45
45:42.1,SGP-M1,5G-NR,-79,-10.7,30.208,30.358,1.304604,103.788709,458,45
45:42.6,SGP-M1,5G-NR,-83.3,-11.2,29.669,31.143,1.304604,103.788709,458,45
45:43.1,SGP-M1,5G-NR,-83.2,-11.5,29.817,29.732,1.304671,103.788791,458,42
45:44.0,SGP-M1,5G-NR,-83.3,-11.2,29.902,30.838,1.304671,103.788791,458,42
45:44.5,SGP-M1,5G-NR,-84.8,-11.3,29.874,30.926,1.304727,103.788863,458,40
45:45.0,SGP-M1,5G-NR,-83.9,-11,29.858,30.92,1.304754,103.788902,458,39
45:45.5,SGP-M1,5G-NR,-83.4,-11,29.867,30.262,1.304781,103.788942,458,38
45:46.0,SGP-M1,5G-NR,-82,-10.8,29.918,30.664,1.30481,103.788973,458,36
45:46.5,SGP-M1,5G-NR,-81.5,-10.8,30.079,31.328,1.304839,103.789005,458,35
45:47.0,SGP-M1,5G-NR,-77.8,-10.6,30.06,30.902,1.304872,103.789037,458,34
45:47.5,SGP-M1,5G-NR,-76.6,-10.6,29.839,31.222,1.304905,103.78907,458,34
45:48.0,SGP-M1,5G-NR,-81.6,-11.6,29.876,30.35,1.304965,103.789122,458,30
45:48.5,SGP-M1,5G-NR,-79.4,-11.4,29.901,30.204,1.304994,103.789155,458,30
45:49.0,SGP-M1,5G-NR,-79.3,-11.7,29.864,30.661,1.305023,103.789189,458,30
45:49.5,SGP-M1,5G-NR,-77,-11.9,29.86,31.059,1.305034,103.789238,458,30
45:50.0,SGP-M1,5G-NR,-76.7,-11.3,30.11,29.699,1.305044,103.789287,458,30
45:50.6,SGP-M1,5G-NR,-76.6,-10.8,7.159,5.007,1.305044,103.789287,458,30
45:51.1,SGP-M1,5G-NR,-78.9,-11.2,22.866,25.429,1.305082,103.789355,458,30
45:51.7,SGP-M1,5G-NR,-82.6,-11.9,29.857,29.858,1.305082,103.789355,458,30
45:52.2,SGP-M1,5G-NR,-82.1,-11.7,29.91,30.235,1.305121,103.78942,458,30
45:52.6,SGP-M1,5G-NR,-83.7,-12.4,29.922,30.308,1.305135,103.789455,458,29
45:53.2,SGP-M1,5G-NR,-83.4,-11.9,29.974,30.135,1.305148,103.789491,458,29
45:53.7,SGP-M1,5G-NR,-84.5,-13.1,29.72,29.703,1.305167,103.789522,458,28
45:54.2,SGP-M1,5G-NR,-84.7,-14,29.995,30.859,1.305186,103.789553,458,29
45:55.0,SGP-M1,5G-NR,-84.7,-12.8,29.926,30.125,1.305186,103.789553,458,29
45:55.5,SGP-M1,5G-NR,-83.1,-12.5,29.819,29.756,1.305227,103.789621,458,31
45:56.0,SGP-M1,5G-NR,-85,-12.9,29.985,29.413,1.30525,103.789653,458,31
45:56.5,SGP-M1,5G-NR,-86,-12.8,29.817,30.297,1.305272,103.789685,458,31
45:57.0,SGP-M1,5G-NR,-86.4,-14.2,29.904,30.198,1.305295,103.789718,458,32
45:57.5,SGP-M1,5G-NR,-87.5,-14.5,29.947,29.837,1.305317,103.789752,458,33
45:58.0,SGP-M1,5G-NR,-87.7,-14.9,29.759,29.866,1.305363,103.789816,458,34
45:58.5,SGP-M1,5G-NR,-87.3,-16.1,23.508,27.14,1.305391,103.789849,458,35
45:59.0,SGP-M1,5G-NR,-83.3,-13,27.296,20.566,1.305418,103.789883,232,36
45:59.5,SGP-M1,5G-NR,-82.4,-12.6,34.707,30.465,1.305449,103.789916,232,36
46:00.0,SGP-M1,5G-NR,-81.2,-12.2,34.071,37.247,1.30548,103.78995,232,37
46:00.6,SGP-M1,5G-NR,-74.7,-11.4,29.925,30.227,1.30548,103.78995,232,37
46:01.1,SGP-M1,5G-NR,-73.9,-11.6,7.004,4.503,1.305546,103.790019,232,39
46:01.6,SGP-M1,5G-NR,-71.2,-11.2,25.215,28.791,1.305581,103.790053,232,39
46:02.1,SGP-M1,5G-NR,-72.5,-11.1,29.797,29.81,1.305615,103.790087,232,40
46:02.6,SGP-M1,5G-NR,-79.4,-11.8,29.954,30.871,1.305654,103.790122,232,41
46:03.1,SGP-M1,5G-NR,-81,-12,29.756,30.528,1.305692,103.790157,232,42
46:03.8,SGP-M1,5G-NR,-81.9,-12.1,29.971,30.12,1.305692,103.790157,232,42
46:04.4,SGP-M1,5G-NR,-81.5,-12.2,29.89,30.422,1.305772,103.790225,232,42
46:04.8,SGP-M1,5G-NR,-80.2,-12,29.858,30.792,1.305813,103.790257,232,42
46:05.4,SGP-M1,5G-NR,-81.8,-12.1,29.94,30.084,1.305853,103.790289,232,42
46:05.9,SGP-M1,5G-NR,-80.6,-12.1,29.801,30.835,1.305895,103.79032,232,41
46:06.4,SGP-M1,5G-NR,-71.8,-10.8,29.919,29.882,1.305937,103.790351,232,41
46:07.0,SGP-M1,5G-NR,-67.8,-10.5,29.848,30.131,1.305937,103.790351,232,41
46:07.5,SGP-M1,5G-NR,-67.9,-10.5,29.93,31.047,1.30602,103.790411,232,40
46:08.0,SGP-M1,5G-NR,-73.7,-10.6,29.916,29.979,1.306062,103.790438,232,39
46:08.5,SGP-M1,5G-NR,-74,-10.9,29.833,30.335,1.306103,103.790466,232,39
46:09.0,SGP-M1,5G-NR,-69.5,-10.5,29.909,30.477,1.306146,103.790492,232,39
46:09.5,SGP-M1,5G-NR,-70.2,-10.4,29.895,30.545,1.306188,103.790519,232,39
46:10.0,SGP-M1,5G-NR,-72.2,-10.6,29.824,30.265,1.306272,103.790571,232,39
46:10.5,SGP-M1,5G-NR,-69.2,-10.4,29.833,30.165,1.306315,103.790595,232,38
46:11.0,SGP-M1,5G-NR,-72.6,-10.6,30.053,30.303,1.306357,103.790619,232,38
46:11.5,SGP-M1,5G-NR,-69.4,-10.4,4.55,30.42,1.306399,103.79064,232,37
46:12.0,SGP-M1,5G-NR,-66.1,-10.4,21.394,1.001,1.306441,103.790662,232,36
46:12.6,SGP-M1,5G-NR,-61.8,-10.3,29.864,30.925,1.306441,103.790662,232,36
46:13.1,SGP-M1,5G-NR,-68.5,-10.5,29.861,30.022,1.306523,103.790702,232,34
46:14.0,SGP-M1,5G-NR,-72.8,-10.5,29.809,30.053,1.306523,103.790702,232,34
46:14.5,SGP-M1,5G-NR,-69,-10.5,29.868,30.344,1.306599,103.790737,232,32
46:15.0,SGP-M1,5G-NR,-69.2,-10.5,29.921,30.418,1.306599,103.790737,232,32
46:15.5,SGP-M1,5G-NR,-69.2,-10.5,29.908,30.456,1.306699,103.79078,232,27
46:16.0,SGP-M1,5G-NR,-68.6,-10.4,29.847,31.276,1.306732,103.790794,232,27
46:16.6,SGP-M1,5G-NR,-74.7,-10.8,29.865,29.954,1.306732,103.790794,232,27
46:17.1,SGP-M1,5G-NR,-73.1,-11.3,30.012,30.06,1.306793,103.790818,232,26
46:17.5,SGP-M1,5G-NR,-75.6,-11.1,29.95,30.854,1.306818,103.790828,232,24
46:18.1,SGP-M1,5G-NR,-79.4,-11.2,29.754,30.395,1.306843,103.790839,232,23
46:18.7,SGP-M1,5G-NR,-80.6,-11.2,29.816,30.076,1.306843,103.790839,232,23
46:19.2,SGP-M1,5G-NR,-80.3,-11.3,29.914,30.157,1.306884,103.790854,232,19
46:20.0,SGP-M1,5G-NR,-79.5,-11.5,29.866,31.386,1.306884,103.790854,232,19
46:20.5,SGP-M1,5G-NR,-82,-11.7,29.889,30.581,1.306914,103.790861,232,14
46:21.0,SGP-M1,5G-NR,-81.9,-12.1,29.864,29.716,1.306939,103.790871,232,12
46:21.6,SGP-M1,5G-NR,-80.8,-11.4,29.895,30.223,1.306939,103.790871,232,12
46:22.1,SGP-M1,5G-NR,-82.4,-12.3,8.553,30.409,1.306955,103.790875,232,8
46:22.7,SGP-M1,5G-NR,-79.2,-11.1,23.801,30.339,1.306955,103.790875,232,8
46:23.2,SGP-M1,5G-NR,-85.2,-11.7,29.894,30.371,1.306959,103.790883,232,3
46:24.0,SGP-M1,5G-NR,-82.5,-11.2,29.812,29.937,1.306959,103.790883,232,3
46:24.5,SGP-M1,5G-NR,-80.8,-10.7,29.917,29.797,1.306962,103.790882,232,0
46:25.2,SGP-M1,5G-NR,-80.5,-10.6,29.917,30.429,1.306961,103.790881,232,0
46:25.7,SGP-M1,5G-NR,-80.3,-10.5,29.84,30.262,1.306961,103.790881,232,0
46:26.2,SGP-M1,5G-NR,-80.9,-10.7,29.885,31.056,1.306962,103.790878,232,0
46:27.0,SGP-M1,5G-NR,-80,-10.5,29.978,30.677,1.306962,103.790878,232,0
46:27.5,SGP-M1,5G-NR,-80.6,-10.8,29.865,29.879,1.306959,103.790879,232,0
46:28.0,SGP-M1,5G-NR,-78.5,-10.5,29.899,31.17,1.306963,103.790877,232,0
46:28.7,SGP-M1,5G-NR,-78.7,-10.5,29.868,30.253,1.306963,103.790877,232,0
46:29.2,SGP-M1,5G-NR,-79,-10.5,29.979,30.01,1.306965,103.790879,232,0
46:29.7,SGP-M1,5G-NR,-79.3,-10.4,29.868,29.905,1.306965,103.790879,232,0
46:30.2,SGP-M1,5G-NR,-79,-10.4,29.853,30.839,1.306966,103.790879,232,0
46:31.0,SGP-M1,5G-NR,-79.7,-10.5,29.785,30.4,1.306966,103.790879,232,0
46:31.5,SGP-M1,5G-NR,-80.1,-10.6,29.921,28.865,1.306968,103.79088,232,0
46:32.0,SGP-M1,5G-NR,-79.8,-10.6,29.829,31.575,1.306969,103.790879,232,0
46:32.7,SGP-M1,5G-NR,-79.5,-10.8,6.091,23.991,1.306969,103.790879,232,0
46:33.2,SGP-M1,5G-NR,-80.3,-11.1,22.008,5.278,1.306971,103.790879,232,0
46:33.7,SGP-M1,5G-NR,-80.2,-10.8,29.907,30.616,1.306971,103.790879,232,0
46:34.2,SGP-M1,5G-NR,-80.8,-10.8,29.824,30.122,1.306972,103.790879,232,0
46:35.0,SGP-M1,5G-NR,-79.7,-10.6,29.825,29.606,1.306972,103.790879,232,0
46:35.5,SGP-M1,5G-NR,-80.3,-10.6,29.965,29.214,1.306974,103.790878,232,0
46:36.0,SGP-M1,5G-NR,-81.4,-10.9,29.935,31.494,1.306978,103.790874,232,0
46:36.8,SGP-M1,5G-NR,-81.6,-10.8,29.917,30.221,1.306978,103.790874,232,0
46:37.3,SGP-M1,5G-NR,-82.7,-11.2,29.79,30.267,1.306981,103.790872,232,0
46:37.8,SGP-M1,5G-NR,-82.2,-10.7,29.726,29.844,1.306981,103.790872,232,0
46:38.3,SGP-M1,5G-NR,-81.4,-10.7,30.038,29.882,1.306983,103.790871,232,0
46:39.0,SGP-M1,5G-NR,-80.8,-10.6,29.915,30.635,1.306983,103.790871,232,0
46:39.5,SGP-M1,5G-NR,-80,-10.6,29.89,30.443,1.306985,103.790871,232,0
46:40.0,SGP-M1,5G-NR,-80.3,-10.7,29.827,30.009,1.306985,103.790872,232,0
46:40.8,SGP-M1,5G-NR,-81.3,-10.9,29.916,30.389,1.306985,103.790872,232,0
46:41.3,SGP-M1,5G-NR,-81,-10.6,29.877,30.013,1.306987,103.790874,232,0
46:41.9,SGP-M1,5G-NR,-84.8,-11.7,29.946,30.693,1.306987,103.790874,232,0
46:42.4,SGP-M1,5G-NR,-81.8,-11.3,29.858,29.83,1.30699,103.790878,232,1
46:43.0,SGP-M1,5G-NR,-81.1,-10.8,7.929,22.162,1.30699,103.790878,232,1
46:43.5,SGP-M1,5G-NR,-83.3,-11,24.345,11.692,1.306995,103.790881,232,1
46:44.0,SGP-M1,5G-NR,-82.8,-11.7,29.937,30.472,1.306998,103.790883,232,0
46:44.8,SGP-M1,5G-NR,-88.2,-13.5,29.867,30.567,1.306998,103.790883,232,0
46:45.3,SGP-M1,5G-NR,-83.7,-11.6,29.863,30.68,1.306999,103.790884,232,0
46:46.0,SGP-M1,5G-NR,-80.9,-10.9,29.824,30.223,1.306999,103.790884,232,0
46:46.5,SGP-M1,5G-NR,-84.2,-12.4,29.905,30.772,1.307005,103.790888,232,2
46:47.0,SGP-M1,5G-NR,-87.1,-13.2,29.903,30.265,1.307017,103.790892,232,5
46:47.6,SGP-M1,5G-NR,-84.9,-12.6,29.935,29.965,1.307017,103.790892,232,5
46:48.0,SGP-M1,5G-NR,-85.4,-12.3,29.823,29.999,1.307034,103.790899,232,7
46:48.8,SGP-M1,5G-NR,-84.4,-12.6,29.879,30.127,1.307034,103.790899,232,7
46:49.3,SGP-M1,5G-NR,-85.7,-12.8,29.877,30.752,1.307059,103.790906,232,10
46:49.9,SGP-M1,5G-NR,-85.7,-13.4,29.884,29.645,1.307074,103.790909,232,10
46:50.4,SGP-M1,5G-NR,-86.7,-13.2,30.201,30.108,1.307089,103.790912,232,11
46:50.9,SGP-M1,5G-NR,-73.8,-10.5,29.572,18.405,1.307089,103.790912,549,11
46:51.4,SGP-M1,5G-NR,-81.3,-12.3,23.428,20.605,1.307114,103.790919,549,10
46:52.0,SGP-M1,5G-NR,-89,-15.3,31.164,27.986,1.307114,103.790919,549,10
46:52.5,SGP-M1,5G-NR,-84.3,-13.9,34.452,33.458,1.307139,103.790925,549,10
46:53.0,SGP-M1,5G-NR,-81.5,-12.5,21.041,23.973,1.307157,103.790928,549,12
46:53.5,SGP-M1,5G-NR,-81.6,-13.5,6.685,20.961,1.307175,103.790932,549,14
46:54.0,SGP-M1,5G-NR,-81.8,-15.9,14.905,5.709,1.307216,103.790942,549,15
46:54.5,SGP-M1,5G-NR,-80.4,-12.6,29.965,30.029,1.307253,103.790956,549,18
46:55.0,SGP-M1,5G-NR,-86.6,-15,29.83,30.108,1.30729,103.790971,549,21
46:55.5,SGP-M1,5G-NR,-86.7,-16,29.876,28.299,1.307322,103.790981,549,22
46:56.0,SGP-M1,5G-NR,-88.4,-15.4,11.659,13.841,1.307354,103.790991,549,24
46:56.7,SGP-M1,5G-NR,-87.6,-13.6,1.36,1.209,1.307354,103.790991,549,24
46:57.2,SGP-M1,5G-NR,-87.2,-14,0.357,0.585,1.307425,103.791014,549,27
46:57.5,SGP-M1,5G-NR,-84.1,-12.5,1.406,1.976,1.30746,103.791027,549,27
46:58.1,SGP-M1,5G-NR,-77.5,-11.2,51.518,45.866,1.307495,103.791041,232,29
46:58.9,SGP-M1,5G-NR,-82.7,-13.4,53.426,57.208,1.307495,103.791041,232,29
46:59.4,SGP-M1,5G-NR,-85.8,-13.5,55.511,56.168,1.307566,103.791057,232,28
46:59.9,SGP-M1,5G-NR,-82.5,-12.1,55.268,49.054,1.307603,103.791067,232,28
47:00.4,SGP-M1,5G-NR,-83.2,-12.3,38.476,29.152,1.307639,103.791078,232,29
47:01.0,SGP-M1,5G-NR,-84.9,-13.4,29.79,14.146,1.307639,103.791078,232,29
47:01.4,SGP-M1,5G-NR,-80,-10.9,17.499,16.43,1.307705,103.791103,549,27
47:02.0,SGP-M1,5G-NR,-78.9,-10.8,26.043,26.819,1.307705,103.791103,549,27
47:02.5,SGP-M1,5G-NR,-76.8,-10.8,14.832,17.129,1.307765,103.791129,549,26
47:03.0,SGP-M1,5G-NR,-78.8,-11.4,0.736,0.796,1.307791,103.791145,549,24
47:03.5,SGP-M1,5G-NR,-84.9,-17.2,0.357,0.381,1.307817,103.791162,549,23
47:04.0,SGP-M1,5G-NR,-83.1,-17.1,5.209,15.034,1.307817,103.791162,549,23
47:04.5,SGP-M1,5G-NR,-78.8,-12.4,13.081,7.585,1.307849,103.791211,232,22
47:05.0,SGP-M1,5G-NR,-77.1,-11,29.828,30.706,1.30786,103.791237,232,22
47:05.5,SGP-M1,5G-NR,-76.7,-11.1,30.292,31.135,1.307871,103.791264,232,22
47:06.0,SGP-M1,5G-NR,-76,-11,29.502,29.856,1.307879,103.791322,232,22
47:06.5,SGP-M1,5G-NR,-78.8,-11.1,29.937,30.07,1.307872,103.791354,232,23
47:07.0,SGP-M1,5G-NR,-77.9,-11.6,29.825,30.944,1.307865,103.791385,232,25
47:07.5,SGP-M1,5G-NR,-82,-12.8,29.905,30.73,1.307856,103.791419,232,26
47:08.0,SGP-M1,5G-NR,-73.9,-10.9,29.802,30.203,1.307846,103.791453,232,28
47:08.5,SGP-M1,5G-NR,-77,-11.6,29.96,30.831,1.307833,103.791485,232,28
47:09.0,SGP-M1,5G-NR,-75,-11.1,29.933,30.884,1.307819,103.791516,232,29
47:09.5,SGP-M1,5G-NR,-76.8,-11.9,29.861,30.652,1.307805,103.791552,232,30
47:10.0,SGP-M1,5G-NR,-76.8,-11.7,29.83,31.2,1.307791,103.791588,232,31
47:10.8,SGP-M1,5G-NR,-69.7,-11,29.895,30.198,1.307791,103.791588,232,31
